page,paragraph_id,sentence_num,sentence_text
4,0,1,MUSIK
4,1,1,"Eleven kan, utifrån egna musikaliska idéer, skapa musik genom att med hjälp av röst, instrument eller digitala verktyg utgå från några enkla musikaliska mönster och former och pröva hur dessa kan sättas samman till en i vissa delar fungerande komposition"
4,2,1,Eleven kan föra utvecklade resonemang om eget och andras musicerande
4,2,2,Eleven kan även uttrycka sig på ett utvecklat sätt om egna musikupplevelser samt beskriva och ge exempel på hur musik kan påverka människor
4,2,3,Dessutom kan eleven med relativt god säkerhet urskilja och ge exempel på musikaliska karaktärsdrag från olika genrer och kulturer samt med relativt god säkerhet ge exempel på instrument från olika instrumentgrupper
4,3,1,Kunskapskrav för betyget B i slutet av årskurs 6
4,4,1,Betyget B innebär att kunskapskraven för betyget C och till övervägande del för A är uppfyllda
4,5,1,Kunskapskrav för betyget A i slutet av årskurs 6
4,6,1,Eleven kan delta i gemensam sång och följer då med säkerhet rytm och tonhöjd
4,6,2,"Eleven kan även spela en enkel anpassad melodi-, bas- och slagverksstämma samt ackompanjera på ett ackordinstrument och byter då ackord med flyt"
4,6,3,Dessutom sjunger eller spelar eleven på något instrument med god tajming och med passande karaktär
4,7,1,"Eleven kan, utifrån egna musikaliska idéer, skapa musik genom att med hjälp av röst, instrument, eller digitala verktyg utgå från några enkla musikaliska mönster och former och pröva hur dessa kan sättas samman till en i stora delar fungerande komposition"
4,8,1,Eleven kan föra välutvecklade resonemang om eget och andras musicerande
4,8,2,Eleven kan även uttrycka sig på ett välutvecklat sätt om egna musikupplevelser och beskriva och ge exempel på hur musik kan påverka människor
4,8,3,Dessutom kan eleven med god säkerhet urskilja och ge exempel på musikaliska karaktärsdrag från olika genrer och kulturer samt med god säkerhet ge exempel på instrument från olika instrumentgrupper
4,9,1,Kunskapskrav för betyget E i slutet av årskurs 9
4,10,1,Eleven kan delta i gemensam sång och följer då med viss säkerhet rytm och tonhöjd
4,10,2,"Eleven kan även spela enkla melodier, bas- och slagverksstämmor med viss tajming samt ackompanjera på ett ackordinstrument och byter då ackord med visst flyt"
4,10,3,Eleven anpassar i viss mån sin stämma till helheten genom att lyssna och till viss del uppmärksamma vad som sker i musicerandet
4,10,4,Dessutom sjunger eller spelar eleven på något instrument i någon genre med delvis fungerande teknik och i viss mån passande karaktär
4,10,5,Eleven kan då bidra till att bearbeta och tolka musiken till ett musikaliskt uttryck
4,11,1,"104 LÄROPLAN FÖR GRUNDSKOLAN, FÖRSKOLEKLASSEN OCH FRITIDSHEMMET 2011"
5,12,1,MUSIK
