word,n
alfabetet,2
alfabetets,2
alfabetisk,4
alfabetiskt,5
algebra,10
algebra;,1
algebraiska,5
algebraiskt,1
algebrakursen,4
algebramoment,1
algebran,3
ali,1
alkohol,9
alkoholbruk,1
alkoholbrukets,2
alkoholen,1
alkoholens,1
alkoholer,3
alkoholfria,3
alkoholfrågan,5
alkoholhaltiga,2
alkoholism,1
all,44
alla,178
allas,1
alldeles,5
allemansrätten,3
aller,1
allmän,84
allmänbildande,3
allmänbildning,1
allmänbildningen,1
allmänbildningsgrund,1
allmänbildningssynpunkt,1
allmänbiologisk,1
allmänbiologiska,4
allmängeografisk,1
allmängiltiga,2
allmänhet,40
allmänheten,1
allmänhetens,1
allmänhistoriska,1
allmänintellektuell,1
allmänkulturellt,4
allmänna,129
allmänorienterande,2
allmänpraktisk,5
allmänpraktiska,1
allmänt,56
allmäntillstånd,1
allra,8
alls,1
allsidig,21
allsidiga,6
allsidigare,2
allsidigaste,2
allsidighet,2
allsidigt,25
allt,122
alltefter,25
allteftersom,8
alltemellanåt,1
alltfort,1
alltför,37
alltid,66
alltifrån,2
alltjämt,2
alltmer,7
alltmera,6
alltså,19
allvar,4
allvarlig,2
allvarliga,2
allvarligare,2
allvarligt,2
almanacka,1
almanackan,3
almanackor,2
almqvist,1
alperna,2
alplanläggning,1
alster,6
alstra,1
alt,13
alternativ,6
alternativa,7
alternativt,6
aluminium,1
am,1
amazonas,2
ambition,1
ambitiösa,1
amerika,1
amerikansk,4
amerikanskt,2
amerikas,2
ammoniak,1
ammoniumsalter,1
amne,1
amorterings-,1
an,15
an-,6
analys,8
analysen,1
analyser,1
analysera,2
analyserande,1
analyseras,2
analytiska,3
anatomi,6
anatomisk,1
anatomiska,2
anbringas,1
and,1
anda,2
andel,1
ander,1
anderna,2
andersens,1
andliga,7
andning,2
andra,469
andragradsekvationen,1
andragradsekvationer,4
andrai,1
andras,11
andre,2
anekdot,1
anekdotartade,1
anekdoter,1
anekskasesknts,1
anförande,1
anföranden,18
anföring,2
anförtrodda,1
anförtros,3
anförts,3
ange,4
angelägen,1
angelägenhet,7
angelägenhet;,1
angelägenheter,7
angeläget,39
angelägna,3
angelägnare,1
anger,22
anges,22
angetts,1
angiven,9
angiver,2
angivet,2
angivit,1
angivits,8
angivna,19
angrepp,1
angripa,1
angränsade,1
angränsande,3
angående,9
angår,2
anhopningar,1
anhängare,1
ani,1
animal,1
animaliska,1
animeras,1
anklagelser,1
anknyta,45
anknytas,16
anknyter,17
anknytning,91
anknytningar,10
anknytningen,3
anknytningsmöjligheter,1
anknytningspunkter,6
anknyts,7
ankommer,10
ankomststämpling,1
anlag,24
anlagen,1
anlags-,4
anlagsorienterande,1
anlagsorientering,5
anlagsprövningar,1
anlagstyper,1
anlagsutveckling,1
anledning,40
anledningar,3
anledningen,4
anlita,1
anlitas,1
anlitas;,1
anlägga,1
anläggas,1
anläggning,1
anläggningar,2
anläggningen,1
anläggs,1
anmäla,1
anmälan,4
anmälande,1
anmäler,1
anmäls,1
anmärkning,10
anmärkningar,12
anmärkningar;,1
anmärkningsvärda,2
anna,1
annalkande,1
annan,117
annars,4
annat,99
annons-,1
annonser,9
annonseringen,2
annonserna,1
annonssvar,1
annorlunda,5
anonyma,1
anonymiteten,1
anordna,3
anordnade,2
anordnande,8
anordnandet,2
anordnar,1
anordnas,40
anordning,6
anordningar,23
anordningarna,2
anordningen,3
anordveckotimmar,1
anpassa,25
anpassad,4
anpassade,9
anpassas,38
anpassat,1
anpassning,33
anpassningen,2
anpassningssvårigheter,11
ans,1
ansatta,1
anse,1
anseende,1
anser,4
anses,42
ansetts,1
ansikte,1
ansiktet,1
anskaffa,3
anskaffandet,1
anskaffar,1
anskaffas,3
anskaffning,4
anslag,5
anslagen,2
anslaget,4
anslagna,5
anslagsgivande,1
anslagstavla,1
anslagstavlor,2
anslagsövningar,1
ansluning,1
anslut,1
ansluta,9
anslutande,1
anslutas,4
ansluter,26
anslutna,1
anslutning,208
anslutningsdon,1
anslå,2
anslås,16
anspråk,5
anspråkslös,1
anspråkslöst,1
anssosniestosssede,1
anstalter,1
ansträngande,1
ansträngas,1
ansträngning,1
ansträngningar,3
ansträngningarna,1
ansträngningen,1
anställande,1
anställd,2
anställda,4
anställdes,1
anställning,4
anställningsformer,1
anställningsformulär,1
anställningsförhållanden,2
anstå,2
ansvar,57
ansvara,1
ansvaret,11
ansvarig,1
ansvariga,1
ansvarige,1
ansvarsfråga,1
ansvarskännande,2
ansvarskänsla,12
ansvarskänslan,1
ansvarsmedveten,1
ansvarsmedvetet,1
ansväret,1
ansöker,1
ansökningshandlingar,1
antaget,1
antal,62
antalet,22
antas,1
anteckna,13
antecknas,5
antecknats,1
anteckning,2
anteckningar,44
anteckningarna,2
anteckningsbok,1
anteckningsövningar,2
antika,6
antiken,4
antikens,4
antingen,30
antisociala,1
antisocialt,1
antologier,1
antologierna,1
antydd,1
antydningar,1
antyds,1
antytts,2
anvisa,4
anvisar,1
anvisas,2
anvisat,1
anvisning,4
anvisningar,167
anvisningarna,13
använd,3
använd*****,1
använda,132
användande,11
användandet,3
användas,105
användbara,3
användbarhet,1
användbart,1
använder,20
användes,2
användfekt,1
användning,123
användningen,9
användningsegenskaper,1
användningsfrekvens,1
användningsmöjligheter,2
användningsområde,3
användningsområden,12
användningssynpunkt,2
användningssätt,1
används,45
any,1
anything,2
apostelns,1
apostlagärningarna,1
apostlagärningarnas,1
apostlarna,1
apparaler,1
apparat,1
apparaten,1
apparaten-instrumentet,1
apparater,13
apparaternas,1
apparaters,1
apparatur,5
apparaturen,1
apparatöversikter,1
applikation,3
applikationer,1
applikationsarbeten,2
applikationsteknik,1
approximativt,1
approximera,1
approximeras,1
ar,7
araber,1
arabförbundet,1
arabiska,2
arbe,1
arbela,1
arbele,2
arbelet,1
arbelsform,1
arbelsteknik,1
arbeta,63
arbetande,3
arbetar,26
arbetar;,1
arbetarrörelsen,1
arbetarskydd,3
arbetarskyddsbestämmelser,2
arbetarskyddslagens,1
arbetas,1
arbete,303
arbete;,2
arbeten,75
arbeten;,2
arbetena,1
arbetes,3
arbetet,248
arbetet-,1
arbetets,19
arbets,2
arbets-,18
arbetsanhopning,1
arbetsanpassning,1
arbetsanvisning,1
arbetsanvisningar,1
arbetsbelastning,1
arbetsbeskrivning,3
arbetsbeskrivningar,4
arbetsbesparande,1
arbetsbetingelserna,1
arbetsbetonade,1
arbetsblad,17
arbetsbok,9
arbetsboken,2
arbetsbord,1
arbetsborden,1
arbetsbänk,2
arbetsböcker,7
arbetsbörda,1
arbetsdagens,1
arbetsduglig,1
arbetseffektivitet,1
arbetsekonomi,3
arbetseller,1
arbetsenheten,1
arbetsform,4
arbetsformen,3
arbetsformer,15
arbetsformerna,2
arbetsfostran,7
arbetsfunktioner,1
arbetsfysiologi,1
arbetsfält,2
arbetsfå,1
arbetsföra,2
arbetsfördelning,5
arbetsfördelningen,2
arbetsförenkling,1
arbetsförhål*****,1
arbetsförhållanden,6
arbetsförhållandena,1
arbetsförlopp,2
arbetsförmedlingen,1
arbetsförmedlingsorgan,1
arbetsförmåga,5
arbetsförmågan,2
arbetsgemenskap,3
arbetsgemenskapen,2
arbetsgivare,4
arbetsglädje,4
arbetsglädjen,1
arbetsgrupp,1
arbetsgrupper,2
arbetsgrupperna,1
arbetsgång,3
arbetsgången,2
arbetshygien,6
arbetshygienen,1
arbetshäften,3
arbetshöjder,1
arbetsinkomsternas,1
arbetsinsats,1
arbetsinsatsen,1
arbetsinsatser,1
arbetsinstruktioner,1
arbetsjournal,1
arbetskapacitet,1
arbetskartor,1
arbetskort,2
arbetskraft,1
arbetskraften,1
arbetskraftsproblem,1
arbetslag,1
arbetsledaren,1
arbetsliv,21
arbetslivet,24
arbetslivets,10
arbetslivsfostran,2
arbetslivsinriktad,1
arbetslokal,1
arbetslokalen,1
arbetslokalerna,1
arbetslust,2
arbetslusten,1
arbetslöshetsförsäkringen,1
arbetsmarknad,4
arbetsmarknaden,3
arbetsmarknads-,1
arbetsmarknadsfrågor,2
arbetsmarknadsorgan,2
arbetsmarknadspolitiken,1
arbetsmarknadsproblem,1
arbetsmarknadsöverväganden,1
arbetsmaskinerna,1
arbetsmaterial,54
arbetsmaterialen,1
arbetsmateriel,11
arbetsmetoder,18
arbetsmetoderna,1
arbetsmetodik,1
arbetsmiljö,4
arbetsmiljöer,7
arbetsmoment,13
arbetsmomenten,3
arbetsmåterial,1
arbetsoch,1
arbetsområde,9
arbetsområden,16
arbetsområdena,1
arbetsområdet,2
arbetsordningen,2
arbetsorganisation,9
arbetsorganisationen,1
arbetspass,1
arbetspassen,1
arbetsplanering,3
arbetsplats,14
arbetsplatsen,21
arbetsplatsens,4
arbetsplatser,15
arbetsplatserna,2
arbetsplatseéns,1
arbetsprestation,3
arbetsprestationer,2
arbetsprocess,1
arbetsprocesser,3
arbetsprodukten,1
arbetsprogram,1
arbetspsykologiska,1
arbetspärm,2
arbetsredskap,3
arbetsresultat,13
arbetsresultaten,3
arbetsresultatet,1
arbetsritning,10
arbetsritningar,4
arbetsro,4
arbetsrutin,1
arbetsrutinen,1
arbetsrytm,2
arbetsrörelser,2
arbetssammanhang,1
arbetssituation,2
arbetssituationen,1
arbetssituationer,2
arbetsstycken,1
arbetsstycket,1
arbetsställen,1
arbetsställning,4
arbetsställningar,15
arbetssätt,88
arbetssätt;,1
arbetssätten,1
arbetssättet,3
arbetstagare,1
arbetstagaren,1
arbetstakt,7
arbetsteknik,17
arbetstekniken,2
arbetsteknikerna,1
arbetstekniskt,1
arbetstempo,5
arbetstempot,1
arbetsterminerna,1
arbetstid,5
arbetstiden,1
arbetstidens,1
arbetstiderna,2
arbetstillfälle,1
arbetstillfällen,1
arbetstillgången,1
arbetsunderlag;,1
arbetsuppgift,6
arbetsuppgifter,97
arbetsuppgifterna,12
arbetsvanor,6
arbetsvecka,1
arbetsvrå,1
arbetsvård,1
arbetsvårdsavdelningens,1
arbetsytor,2
arbetsåret,1
arbetsövningar,1
arbetsövningarna,4
arboga,1
are,5
arenan,1
arga,1
argumentation,1
argumenterande,2
aritmetik,6
aritmetisk,2
aritmetiskt,1
arkimedes,2
arkitektur,3
arkivering,1
arkivherbarium,1
arktiska,1
armatur,6
armaturen,1
armbågarna,1
armbågen,1
armens,1
arn,1
arr,1
arrangemang,8
arrangemangen,4
arrangerade,2
arrangeras,5
ars,1
art,58
art;,2
artbetsorganisation,1
arten,5
arter,1
arterna,1
artighet,2
artighetsfraser,1
artikel,7
artiklar,7
artiklarnas,1
artikulation,9
artikulation;,1
artkunskap,7
artrikedom,1
artuppsättning,1
arturvalet,1
artöversikter,1
arv,1
arvsbetingade,1
asbjörnsen,1
asiatiska,1
asien,6
ask,1
askar,3
aspekt,4
aspekten,7
aspekter,9
assebocoasserk,1
assimilationsprocessen,1
associationsbakgrund,1
astronomi,9
astronomiska,2
at,6
at!,1
ate,1
atl,2
atlasen,1
atmosfär,3
atom,1
atomens,1
atomernas,1
atomfysik,4
atomteori,1
atomvikt,1
att,4413
att-och,1
attityd,11
attityder,9
attraktion,1
audiometerundersökning,1
audivisuell,3
audivisuella,13
auktoritativ,1
auktoritativt,3
auktoritet,1
auktoriteter,1
australien,1
autentiska,2
autentiskt,1
autograf,1
automatiseras,1
automatiskt,1
av,4349
av*****,1
av-,1
av-centralerna,1
av-hjälpmedel,2
av-hjälpmedlen,3
av-hjälpmedlens,1
avancera,1
avancerad,3
avancerade,3
avancerat,1
avarter,1
avbetalning,2
avbetalnings-,1
avbetalningsköp,1
avbilda,1
avbildade,1
avbildande,2
avbildas,1
avbildning,3
avbrott,7
avbrottet,1
avbryta,1
avbrytas,1
avdamningen,1
avdelning,1
avdelningar,4
avdelningarna,1
avdunstning,1
aven,1
avfall,1
avfattade,1
avgränsa,1
avgränsad,2
avgränsade,4
avgränsas,1
avgränsat,2
avgå,1
avgående,1
avgång,1
avgångna,1
avgångsklassen,1
avgör,5
avgöra,8
avgörande,20
avgöranden,4
avgörandet,1
avgöras,1
avhandling,1
avhjälpa,2
avhjälpas,1
avhjälpmedel,2
avhjälpta,1
avhängiga,1
avhängigt,1
avi,5
avista-sång,1
avkall,1
avklappningar,1
avklarade,1
avkoppling,1
avkortade,2
avkortas,1
avkräva,1
avledning,1
avleds,1
avlockas,1
avlopp,2
avlyssna,1
avlyssnad,1
avlyssnandet,1
avlyssning,1
avlyssningsövningar,1
avlämnande,3
avläsa,6
avläsning,3
avläsnings-,2
avläsningsfärdighet,1
avläsningsteknik,2
avläsningsövningar,1
avlästa,1
avlöningslistor,1
avmagring,1
avnaturorienterande,1
avog,1
avoir,1
avpassad,16
avpassade,15
avpassas,7
avpassat,3
avritning,1
avrunda,4
avrundad,2
avrundade,1
avrundande,1
avrundas,1
avrundning,7
avrundning;,1
avrundningar,2
avrundningssiffran,2
avsatta,1
avse,28
avse*****,1
avsedd,13
avsedda,18
avseende,24
avseenden,19
avser,56
avses,7
avsett,6
avsetts,1
avsevärd,3
avsevärda,2
avsevärt,8
avsikt,9
avsikten,9
avsikterna,1
avskedet,1
avskilja,1
avskiljs,1
avskilt,1
avskrivning,7
avskrivningsövningar,1
avsluta,5
avslutad,7
avslutade,1
avslutande,6
avslutar,3
avslutas,11
avslutat,4
avslutning,5
avslutningar,2
avslutningsfraser,1
avsnitt,46
avsnitten,3
avsnittet,24
avspegla,1
avspeglar,1
avspeglas,1
avspänd,1
avspända,1
avspänning,4
avspänningens,1
avspänningsrörelser,1
avspänt,2
avstava,1
avstavning,2
avsteg,2
avsteget,1
avstickning,1
avstämda,1
avstämning,1
avstäms,2
avstängts,1
avstå,2
avstånd,7
avstånden,1
avstår,2
avsändas,1
avtal,1
avtalsförhållanden,1
avtar,3
avtrubbande,1
avundsjuk,1
avveckling,1
avvika,2
avvikande,3
avvikelse,2
avvikelser,9
avviker,5
avväga,1
avvägning,4
avvägningar,1
avvägningen,4
avvägs,1
avvänjning,1
av»,1
awv,1
ax,6
axiomåäatisk,1
axlar,1
aånvänds,1
b,53
b-,5
b-klass,2
b-skolor,1
b-typ,4
b1,2
b1-klass,1
b2,2
b2-,2
b25,1
b3,2
b3-klass,2
b3skolan,1
ba,1
babylonien-assyrien,1
babyloniska,1
babyloniskassyrisk,1
bach,1
bach»,1
backe,1
backen,1
backhoppning,2
bad,2
badar-simmar-leker,1
badminton,1
badvett,1
bakelit-,1
bakgrund,21
bakgrunden,9
bakning,13
bakningsmetoder,1
bakom,12
bakomliggande,1
bakom»,1
bakterier,1
bakverk,4
balans,4
balansera,1
balanseras,1
balansräkning,2
balett,1
ballongen,1
bana,1
banan,4
banans,1
band,2
band-,1
band;,1
bandas,1
banden,1
bandinspelade,1
bandinspelning,1
bandinspelningar,3
bandsammanställning,1
bandspelare,14
bandspelaren,2
bandsåg,1
bandupptagningar,2
bandvävstol,1
bandy,3
bank,8
bankblanketter,2
bankblanketterna,3
banker,1
bankerna,1
bankväsendet,1
bara,24
barfota,1
bark,1
barmhärtige,1
barmhärtighetskrav,1
barn,85
barn-,5
barna-,6
barnafödande,1
barnaoch,1
barnavård,32
barnavårdande,2
barnavården,2
barnavårds-,1
barnavårdscentraler,2
barnavårdsfrågor,1
barnavårdsmans,1
barnavårdsmaterielen,1
barnavårdsnämnd,2
barnavårdsnämnden,2
barnavårdsnämnds,1
barnavårdsrum,1
barnavårdsstationer,1
barnavårdsundervisningen,1
barnaåldrarna,1
barnbidragen,1
barnböcker,4
barndom,1
barndomen,1
barnen,91
barnens,73
barnet,10
barnets,26
barnfamiljer,1
barnkalas,1
barnkläder,1
barnobservationer,1
barnolycksfall,1
barnpsalmer,1
barns,9
barntvätt,1
barnvakt,5
barnvakten,1
barnvisor,7
barocken,1
barometern,2
barrträd,1
bartok,1
bas,4
basar,1
basen,1
baserad,1
baseras,4
basis,1
basisk,2
basketboll,1
bast,1
basyta,4
batik,1
bau,1
bauhausmetod,1
bb,2
bbe,1
bdo,1
be,5
be*****,1
beakta,13
beaktande,16
beaktas,73
beaktas;,1
beaktat,1
bearbeta,8
bearbetar,2
bearbetas,9
bearbetats,1
bearbetning,22
bearbetningar,1
bearbetningsmaskinernas,1
bebsn,1
bebyggelse,13
bebyggelsehistoria,1
bedja,1
bedriva,8
bedrivande,1
bedrivas,47
bedriven,2
bedriver,1
bedrivna,1
bedrivs,16
bedöma,21
bedömande,1
bedömandet,1
bedömas,6
bedömda,1
bedömer,4
bedömes,1
bedömning,23
bedömningar,5
bedömningarnas,1
bedömningen,15
bedömningsform,1
bedömningsgrund,1
bedömningsområdena,1
bedömningssituationerna,1
bedöms,11
bedömt,1
bedömts,1
befattningar,1
befattningshavare,8
befinna,1
befinner,8
befinnes,2
befinns,6
befintlig,1
befintliga,1
befogad,1
befogade,1
befogat,4
befolkning,5
befolkningens,3
befolkningsfrågan,3
befolkningsförhållanden,3
befolkningsproblem,1
befolkningstillväxt-överbefolkning-levnadsstandard-flyttningsrörelser,1
befolkningsutvecklingen,1
befordra,5
befordrar,2
befordras,3
befriad,1
befrias,1
befrielse,1
befrielsen,1
befrämja,4
befrämjar,2
befunnits,2
befästa,6
befästandet,1
befästas,2
befäster,2
befästes,1
befästs,1
begagna,4
begagnade,1
begagnar,1
begagnas,2
bege,1
beger,1
begrepp,36
begreppen,35
begreppet,18
begreppsutredningar,1
begripliga,1
begränsa,2
begränsad,12
begränsade,12
begränsande,1
begränsas,16
begränsat,32
begränsats,1
begränsning,8
begränsningar,1
begränsningslinjer,1
begynnande,2
begynnelselöner,1
begynnelseskrift,1
begär,1
begäret,1
begångna,1
begås,1
begått,2
begåtts,1
begåvade,2
begåvning,6
begåvningar,1
begåvningskomponenter,1
begåvningsmässiga,1
begåvningstyp,3
begåvningstyper,2
behag,1
behandjas,1
behandla,23
behandlad,1
behandlade,20
behandlar,8
behandlas,242
behandlas;,1
behandlat,2
behandlats,15
behandling,90
behandlingav,1
behandlingen,86
behov,114
behoven,1
behovet,29
behovs-,1
behäftad,1
behäftade,1
behärska,9
behärskar,14
behärskas,3
behärskat,1
behärskning,1
behålla,3
behåller,1
behållning,5
behållningar,2
behöva,8
behövas,3
behöver,56
behövlig,5
behövliga,3
behövligt,1
behövs,21
beivras,1
bekant,5
bekanta,9
bekantas,2
bekantskap,16
beklädnaden;,1
bekostas,1
bekostnad,3
bekräfta,1
bekräftat,1
bekväm,2
bekämpande,1
bekämpas,1
bekännelse,1
belastning,1
bellman,2
bellmans,1
bellmansprogram,1
bellmansskivor,1
belopp,4
beloppet,1
belysa,34
belysande,4
belysas,20
belyser,12
belyses,26
belysning,9
belysningen,2
belysningsanordningar,1
belysningsoch,1
beläget,1
belägna,2
belöning,1
bemärkelse,3
bemästra,1
bemöta,1
benen,1
bensen,1
bensin;,1
benägen,1
benägenhet,3
benämnes,1
benämning,2
benämningar,2
benämns,1
beplan,1
bereda,12
beredande,1
beredas,16
beredd,2
bereder,3
beredning,8
bereds,4
beredskap,5
beredskapen,1
beredskapsförhållanden,1
berett,8
beretts,1
berg,2
bergarter,1
bergartsbildande,2
bergartsoch,1
berget,1
bergklättring,1
bergman,1
bergolje-,1
bergslagen,2
bergspredikan,2
bergstrakter,1
berika,29
berikande,1
berikar,2
berikas,3
bero,4
beroende,51
beroendet,1
beror,11
beräkna,2
beräknad,1
beräknar,1
beräknas,22
beräknats,1
beräkning,17
beräkningar,33
beräkningarna,3
beräkningen,1
berätla,1
berätta,22
berättande,37
berättandet,1
berättar,10
berättarlust,1
berättarteknik,1
berättas,7
berättats,1
berättelse,5
berättelsen,1
berättelser,68
berättelserna,7
berättigad,1
berättigade,1
beröm,3
berör,15
beröra,4
berörande,2
beröras,8
berörda,24
beröring,5
beröringspunkter,6
berörs,20
berört,1
berörts,4
besinnar,1
besitta,1
beskaffade,2
beskaffat,1
besked,3
beskickningar,1
beskriva,16
beskrivande,12
beskriver,1
beskrivits,1
beskrivna,1
beskrivning,8
beskrivningar,25
beskrivningarna,1
beskrivningen,1
beskrivs,3
beslag,1
beslut,14
besluta,4
beslutande,1
beslutanderätt,1
beslutar,7
beslutas,1
besluten,1
besläktade,4
besparing,1
besparingar,1
best;,1
bestraffningsåtgärder,1
bestrids,1
beställning,2
bestämd,11
bestämda,24
bestämma,10
bestämmande,9
bestämmandet,2
bestämmas,7
bestämmelser,25
bestämmelserna,2
bestämmer,7
bestämning,6
bestämningar,3
bestämningen,1
bestämningsövningar,1
bestäms,11
bestämsk,1
bestämt,9
bestå,20
bestående,10
beståndsdelar,3
består,6
besvara,2
besvarande,8
besvarar,2
besvaras,4
besvikelser,2
besvär,2
besvärande,1
besväras,1
besvärliga,2
besök,25
besöka,7
besökande,1
besökare,1
besökarna,1
besökas,1
besöken,4
besöket,6
besöksgrupp,1
betalar,2
betalas,1
betalning,5
betalningen,2
betalningsförmedlande,2
betalningsmedel,6
betalningsmetoder,4
betalningsvillkoren,2
bete,2
beteck=,1
betecknade,2
betecknar,1
betecknas,5
beteckning,17
beteckningar,5
beteckningen,2
beteckningssätt,2
beteende,6
beteendeavvikelser,1
beteendemönster,1
beteenden,2
beteenderubbningar,1
beteendet,2
betesda,1
betingad,3
betingade,3
betingas,3
betingelser,6
betingelserna,5
betjänt,4
betjänta,4
betona,2
betonade,7
betonar,2
betonas,23
betonat,1
betonats,1
betong,1
betoning,2
betoningsövningar,2
betrakta,7
betraktad,1
betraktande,1
betraktandet,1
betraktar,1
betraktas,15
betraktelsesätt,2
betraktningsapparat,1
betryggande,1
beträda,2
beträffande,78
beträffar,5
betsförmedlingens,1
betsning,3
better,1
betungande,2
betyda,4
betydande,26
betydelse,199
betydelsefull,5
betydelsefulla,31
betydelsefulla;,1
betydelsefullare,1
betydelsefullaste,1
betydelsefullt,13
betydelselösa,1
betydelsen,54
betydelser,1
betydelseskiftningar,1
betyder,17
betydligt,4
betyg,28
betygen,15
betygens,2
betyget,10
betygsatts,1
betygsavskrifter,3
betygsblanketten,1
betygsfördelningarna,1
betygsfördelningen,1
betygsgivning,1
betygsgraden,1
betygsgrader,2
betygsgraderna,1
betygsgradernas,1
betygskalans,1
betygskalan»,1
betygsmedeltal,2
betygsmedelvärde,1
betygsnivån,1
betygspridning,4
betygssättningen,1
betygsätta,2
betygsättning,5
betygsättningen,6
betygsättningens,1
betygsättningsnormer,1
betygsättningstillfället,1
betygsätts,4
betytt,2
bevandrade,1
bevara,4
bevarade,1
bevarar,2
bevaras,1
bevattningsförhållanden,1
bevisande,1
bevismetod,1
bi,1
bi?,1
bibehålla,3
bibehållande,1
bibehåller,1
bibelberättelse,1
bibelböckernas,1
bibelkunskap,3
bibelkunskapen,1
bibeln,13
bibelns,8
bibelord,1
bibelstudiet,5
bibeltexter,3
bibeltexterna,1
bibelundervisningen,1
bibelöversättningens,1
biblar,1
bibliografier,5
bibliografiska,1
bibliotek,21
biblioteken,1
biblioteket,1
bibliotekets,2
bibliotekslokal,1
bibliotekslokaler,1
biblisk,1
bibliska,12
bibringa,20
bibringas,27
bid,1
bidra,47
bidrag,11
bidraga,2
bidragande,1
bidragit,1
